"from_stop_I","to_stop_I","d"
799,48008,289.748537338892
1352,48009,1168.68651026012
799,48010,690.452996146902
798,48011,1153.50798308744
661,48012,335.976465536499
4133,48013,362.949355240333
3704,48014,610.580909709206
640,48015,215.426994418269
5102,48016,1141.52892440413
1450,48017,498.815276567462
1446,48018,334.569158099427
5102,48019,853.546882452526
5102,48020,546.796216261366
580,48021,473.918953630844
1447,48022,655.094314409535
1447,48023,647.836329376988
5102,48024,761.972000681467
5103,48025,744.500868705529
549,48026,256.265525379297
548,48027,354.339972507813
482,48028,330.772265326905
481,48029,533.484143469579
3711,48030,520.724095299246
3703,48031,868.793853526375
3709,48032,835.685681835189
282,48033,192.707463902574
263,48034,238.021102019886
1176,48035,730.430941557228
1192,48036,803.673930510441
924,48037,463.880116087955
5109,48038,603.339204365021
580,48039,630.653590449497
833,48040,267.626945857862
1784,48041,575.579375144003
1785,48042,576.44541899925
635,48043,548.078189680923
3696,48044,1473.79272553867
3695,48045,454.93246750404
4190,48046,335.618918039757
5107,48047,416.347130110488
263,48048,409.470800043941
281,48049,330.176269699541
259,48050,196.479044822351
282,48051,374.600629153347
260,48052,1220.10614213802
3692,48053,377.368736473287
3755,48054,491.293425396025
1367,48055,338.638260937228
1345,48056,806.475280501236
579,48057,277.445080897854
1635,48058,192.83720716901
1379,48059,407.129358124054
653,48060,371.296094783232
643,48061,759.990883593422
663,48062,411.43394519553
845,48063,201.1495101747
896,48064,503.97494814465
1380,48065,367.243814111978
1380,48066,250.50140215451
2591,48067,1508.49412333734
553,48068,463.821927210608
552,48069,404.150856994541
547,48070,371.957441017697
465,48071,279.506713314871
1455,48072,196.26511949139
1453,48073,491.085296287969
698,48074,422.220536827875
1355,48075,538.627861918726
588,48076,376.8141846194
463,48077,400.530985611283
325,48078,824.567864010465
551,48079,231.089732977155
587,48080,125.013626343987
1449,48081,143.667116719021
1476,48082,295.73915598273
1468,48083,787.632387102199
590,48084,770.153409643991
2489,48085,1089.18665852117
2381,48086,922.564755505727
3608,48087,398.428147413263
3609,48088,218.850632945772
3577,48089,1735.50390927028
1457,48090,251.378087983478
315,48091,269.345234982137
1207,48092,290.410905250859
309,48093,473.404084129653
789,48094,383.374416268842
1559,48095,206.361341097215
296,48096,316.424964770108
4740,48097,820.852098645657
318,48098,627.307660284467
325,48099,354.938694917303
325,48100,507.378319380641
297,48101,805.279293014426
4803,48102,203.006107159228
286,48103,737.108034525703
254,48104,288.032696717299
288,48105,246.08103880339
797,48106,728.444908494833
797,48107,283.526501551034
798,48108,1510.85096824588
656,48109,1082.15182275524
656,48110,357.99582393574
889,48111,505.976667716761
924,48112,373.390436234763
5157,48113,783.119896072121
839,48114,372.106847010944
1462,48115,249.538812804428
3720,48116,380.633238791421
229,48117,467.169319988316
4204,48118,810.96951058482
1472,48119,1112.57833226243
571,48120,596.962839589276
3732,48121,403.505711045531
3716,48122,147.374455515901
3726,48123,983.49364328748
3767,48124,966.193587800965
3782,48125,608.768325591799
3661,48126,666.081184357842
3596,48127,494.146083135282
3595,48128,784.287795116761
823,48129,498.812176410218
1367,48130,702.075298901642
1345,48131,202.056569907497
1363,48132,397.546634603343
1216,48133,1027.86171546951
863,48134,565.048702398202
1509,48135,291.126796553906
4195,48136,1380.74612586331
4216,48137,932.775511134785
4216,48138,451.259409322912
698,48139,231.904292268185
662,48140,185.329370696104
820,48141,469.078551621562
821,48142,555.947067033931
3760,48143,403.8311186315
3718,48144,876.236131994523
591,48145,251.822734627206
591,48146,387.28620042236
590,48147,205.153759449612
466,48148,417.383115638662
591,48149,339.882797930631
4152,48150,626.013526982829
286,48151,268.067507034803
1755,48152,453.177589618833
1756,48153,346.727331535598
488,48154,247.793865550244
260,48155,496.625236766705
260,48156,613.403057251104
260,48157,915.829372642638
653,48158,359.890220625524
1372,48159,701.045403749452
814,48160,566.716719221628
297,48161,550.191367790133
659,48162,69.2942384555349
274,48163,174.721071084713
3656,48164,415.680556477245
257,48165,401.841121877254
1,48166,296.616879236568
304,48167,776.878118650225
4799,48168,753.878880271996
262,48169,1572.06226558257
887,48170,256.953289174869
260,48171,910.196464098224
4799,48172,496.004240781794
299,48173,787.996849246781
299,48174,653.471112631801
300,48175,591.831158377969
275,48176,221.725164025805
278,48177,771.782925362493
279,48178,276.361461673365
3723,48179,433.597542378475
3640,48180,241.163667281825
3930,48181,839.469430037412
3966,48182,1244.58090041559
3733,48183,580.34534860444
3715,48184,276.93884556465
918,48185,337.038988765735
918,48186,559.455992912452
888,48187,320.721711803127
4800,48188,1116.55113999585
1782,48189,298.133318410263
909,48190,255.871291203324
921,48191,528.671865524248
4163,48192,463.851153005385
4162,48193,858.220145106666
3717,48194,447.170258041394
3702,48195,1018.85712757265
3558,48196,161.190912962012
4204,48197,621.483063249166
3746,48198,371.483617979862
4174,48199,878.554979551588
3611,48200,1003.26659438497
3735,48201,488.625946700204
3713,48202,297.701548027658
3740,48203,747.372352228316
3742,48204,275.441747271397
1369,48205,297.288043058504
1370,48206,248.121746354853
1508,48207,270.915536297147
857,48208,135.569532331778
4742,48209,740.590960695415
5135,48210,839.730782267436
4193,48211,765.584363110516
4091,48212,359.679028297405
814,48213,337.574956634404
4218,48214,1258.47191628413
3957,48215,1031.52329317602
3972,48216,298.439649838057
4253,48217,381.793889195715
4209,48218,283.640639051619
3638,48219,292.053065163562
584,48220,351.050356534598
586,48221,344.84050107349
811,48222,510.450360766741
283,48223,429.336791416286
280,48224,905.042528320252
642,48225,635.931191682241
641,48226,457.277988972941
1332,48227,648.593160558371
1332,48228,515.727971192659
800,48229,350.350904216482
1352,48230,685.329043418039
267,48231,440.517750789886
1460,48232,473.715263140035
268,48233,766.837359711114
4753,48234,320.13127751284
1666,48235,46.0753941648443
881,48236,384.22234613715
885,48237,474.485249465465
885,48238,678.322942672156
860,48239,217.407684520165
1773,48240,272.96344037644
885,48241,688.989582579795
1224,48242,537.98732483836
1224,48243,306.036938554621
1510,48244,212.273483791515
900,48245,459.739017275394
899,48246,213.505063156996
1071,48247,549.19228710484
881,48248,507.356445357862
863,48249,363.986064924588
1213,48250,356.441672282425
1641,48251,69.267665575689
518,48252,304.416869719188
51,48253,274.238236063631
147,48254,209.926903357976
72,48255,439.462854796896
1059,48256,414.834876199032
1059,48257,848.121142178437
1577,48258,667.330016024879
1687,48259,1049.04956932709
1711,48260,335.712471048095
1671,48261,213.446012736988
1633,48262,619.177260925735
1715,48263,600.250160895334
1670,48264,344.618461996239
1640,48265,444.097595469808
149,48266,216.073465173602
1013,48267,562.316677208609
989,48268,253.989884985724
1298,48269,317.369599794155
1298,48270,821.266927534421
3760,48271,1112.68150936684
4187,48272,586.602562414711
4188,48273,227.243431166593
4226,48274,807.368353187821
4226,48275,195.24364279752
4189,48276,458.376009411633
4189,48277,468.696079973109
1073,48278,601.908001314998
1074,48279,725.453192477301
179,48280,381.571836982359
127,48281,491.274314179229
3997,48282,752.893210498036
5124,48283,483.857625677162
4471,48284,1507.1246081234
5125,48285,470.934568227496
5127,48286,1378.51634246785
3977,48287,605.502126565954
4101,48288,573.650338977035
5120,48289,698.80655588015
3885,48290,957.825687513006
4268,48291,429.610137494896
194,48292,261.455929270506
2693,48293,893.540445776879
1104,48294,629.887260136137
4117,48295,747.470398978724
1212,48296,593.280129042223
1665,48297,217.359186040958
1665,48298,473.398641126308
1507,48299,214.89735996075
1512,48300,274.847467624542
1665,48301,793.080775179905
1211,48302,680.738808879696
665,48303,256.680622660124
4090,48304,332.264790770058
3946,48305,329.124920868857
670,48306,468.798002444895
1303,48307,403.874531722605
683,48308,1087.04260749064
1329,48309,1232.54210682454
1077,48310,293.315111905399
353,48311,669.5248433722
16,48312,1659.59318693384
1138,48313,559.617979702606
1360,48314,484.941302367131
499,48315,248.699788557471
515,48316,564.871150251501
156,48317,183.159184548806
498,48318,359.440178550189
51,48319,662.647002609049
51,48320,845.162284920184
69,48321,179.639555380481
4188,48322,263.447266443396
810,48323,198.17933160278
810,48324,1461.29641495214
1015,48325,774.548407667035
1595,48326,425.160819442
732,48327,803.933778628891
732,48328,569.938831066035
1606,48329,1150.27770030338
156,48330,345.48366412882
1588,48331,416.668556091003
4188,48332,515.537196177572
4523,48333,1172.93420183148
123,48334,408.769502902061
4105,48335,540.015440833353
4254,48336,315.282790814288
445,48337,781.084051352063
445,48338,1513.21268261183
1004,48339,141.047334515891
4117,48340,1198.52425453234
1210,48341,436.253657475838
1556,48342,485.146219043273
3942,48343,698.820278390938
4256,48344,796.316246789073
4256,48345,1005.47453288158
1637,48346,758.41662799885
817,48347,289.566039688145
4254,48348,545.780868972139
871,48349,678.730113579645
868,48350,908.668479325188
3946,48351,358.254216812773
1584,48352,257.491103763483
5201,48353,818.306048310309
5201,48354,453.926683216981
1264,48355,534.621692633984
1254,48356,463.374907541934
1556,48357,400.765285441298
897,48358,288.676398885584
812,48359,345.996565666814
1331,48360,573.928509902092
667,48361,456.95090652177
803,48362,465.047789756691
811,48363,466.403678038402
695,48364,793.699940870531
695,48365,976.852120490563
665,48366,381.050381505523
652,48367,965.570895871389
3952,48368,762.865493039127
819,48369,131.682254554759
795,48370,339.512347853617
818,48371,183.476735830177
664,48372,277.668931241235
733,48373,502.177103887076
725,48374,358.322873971922
187,48375,400.114868506832
695,48376,224.943205185908
153,48377,331.936253379344
148,48378,578.571475380394
157,48379,288.174336145265
158,48380,514.24950803417
157,48381,456.216699897198
158,48382,181.055179156821
146,48383,582.626554760292
652,48384,886.331000119624
802,48385,259.685019850624
812,48386,693.131432702289
697,48387,802.017321669571
1351,48388,485.563813449892
121,48389,354.393232252308
121,48390,526.605299096899
2839,48391,983.849515111836
1600,48392,1002.53377571576
2702,48393,581.59202245384
2809,48394,662.893216020716
518,48395,224.314227878369
1020,48396,567.294135549727
2912,48397,249.246027084951
4619,48398,1333.30661168304
840,48399,288.689957280125
837,48400,243.343985860581
1173,48401,139.603022767129
1196,48402,582.720395731332
1171,48403,298.30830719541
3391,48404,361.592057283063
3416,48405,504.604544122757
2990,48406,394.953823556173
2988,48407,209.59388062021
1786,48408,601.907932312172
1639,48409,463.763361787606
1228,48410,501.587835087958
1199,48411,678.260281762096
1293,48412,359.63541205341
1771,48413,193.511508879759
1295,48414,644.971766994782
1177,48415,572.937346166263
996,48416,582.811412136331
2914,48417,458.075501726849
1015,48418,146.498228368335
1637,48419,315.460451755311
1272,48420,491.426414300254
1658,48421,240.992423091437
1382,48422,633.018334826512
817,48423,618.977620391811
817,48424,254.256476861641
851,48425,449.412503457476
830,48426,313.352069759167
1166,48427,310.446338384669
868,48428,371.756445058314
869,48429,558.652590180081
1271,48430,404.007827533584
636,48431,1049.94373790459
794,48432,808.714832501771
1232,48433,760.971516822858
1285,48434,424.570577674621
882,48435,782.845440951692
883,48436,341.214013911196
1342,48437,570.165624608895
824,48438,399.148276087125
824,48439,557.504318128237
1281,48440,535.314362546273
1317,48441,803.307636835573
1282,48442,541.814719104141
903,48443,161.660278435054
1667,48444,608.631206024798
1321,48445,360.866729538449
1317,48446,1036.78922689019
1321,48447,618.410765082256
636,48448,415.481545182018
4036,48449,359.641223897494
4195,48450,384.209249343352
4194,48451,228.781398190158
1322,48452,879.760619672963
1573,48453,258.582052534525
1640,48454,319.553084534421
1705,48455,580.763512205412
1324,48456,791.060697200037
46,48457,176.121617946343
517,48458,591.00527966412
10,48459,500.371821275988
1536,48460,439.4085538842
957,48461,262.2287776069
973,48462,903.405681025725
972,48463,563.643953141939
1284,48464,343.558819046406
1324,48465,479.982948306051
1367,48466,685.423950497317
1326,48467,1197.74091913937
1720,48468,660.000152946767
1720,48469,588.262986022839
1587,48470,980.636213295999
1588,48471,895.585285135802
1590,48472,120.82113679893
1772,48473,640.673351969098
1294,48474,247.349596692941
517,48475,231.95346677351
1385,48476,280.577116728252
1174,48477,470.537836317286
840,48478,305.112883584731
1799,48479,256.729496674386
794,48480,679.844261249152
1297,48481,517.082294382445
1382,48482,302.012316876033
823,48483,405.879824012861
790,48484,592.270115774366
5165,48485,837.295224010693
1169,48486,696.539517599532
5165,48487,1195.37719692688
1291,48488,1055.02093491129
110,48489,545.357898323673
1709,48490,443.718300211764
1587,48491,198.380193148703
1168,48492,909.066419156471
1167,48493,723.941943256491
4037,48494,928.173093524544
4044,48495,1179.04291456276
4036,48496,1492.97506494446
4230,48497,780.569730017619
1342,48498,851.445636881876
1689,48499,355.600596217934
1297,48500,358.914564386559
825,48501,213.94338670833
1267,48502,526.769897433915
5127,48503,909.319617162064
4033,48504,765.70076321331
1200,48505,368.936244644569
1200,48506,464.528958219914
903,48507,495.016587342561
902,48508,318.800407653925
1163,48509,178.132432295147
5125,48510,1856.03886371316
4140,48511,817.081349903487
1197,48512,264.29229006869
1167,48513,556.871286001059
4031,48514,618.554162085113
4218,48515,666.951259911259
3729,48516,353.255953474625
4204,48517,970.284781121788
4218,48518,768.411832567022
4218,48519,96.994280687978
4223,48520,463.460453404158
3914,48521,687.283419169071
3868,48522,1025.57981302515
3880,48523,431.178983938023
1569,48524,356.608968092863
55,48525,295.366258817325
1594,48526,535.230572351937
1569,48527,355.711073906805
1525,48528,426.906895534306
1594,48529,822.344421190118
54,48530,402.357545539597
2949,48531,421.121231035109
3947,48532,528.103105820208
4622,48533,521.438217225273
1577,48534,621.014685464429
1577,48535,235.906411630665
115,48536,870.85648335245
1003,48537,536.401381883228
973,48538,207.793485801784
122,48539,480.167013402246
2960,48540,695.980001209034
2948,48541,491.672461901304
3427,48542,828.028395354975
2895,48543,690.674370935764
2894,48544,330.005444363365
2926,48545,1294.69207131533
1624,48546,535.432597840047
847,48547,423.516988033218
1228,48548,397.072043120267
3406,48549,1059.5657021405
2977,48550,283.102253329721
3427,48551,826.870977905328
3430,48552,351.049830177423
3440,48553,483.408652741325
3310,48554,937.584571542159
2982,48555,634.487294301489
1688,48556,495.085858198149
963,48557,327.035225496697
3873,48558,1633.0129010323
1158,48559,64.9762731519273
513,48560,119.80521512519
2648,48561,743.245502233827
2645,48562,365.284997022218
2611,48563,1153.39440870751
3310,48564,440.276845014775
1006,48565,552.304578472781
1002,48566,528.816062606664
610,48567,502.236736922852
968,48568,747.11198363445
66,48569,687.278200510222
1072,48570,1095.71764171307
513,48571,502.894768255516
1526,48572,502.23515304502
1017,48573,231.282121592665
1009,48574,528.218533635536
1005,48575,973.22141619363
611,48576,201.538608388299
611,48577,640.28988894594
1018,48578,710.093676603165
1018,48579,793.474269825724
963,48580,700.75556090429
974,48581,622.470566323371
928,48582,486.951238919644
929,48583,139.049751051144
1072,48584,752.138374860863
3427,48585,1183.6897499746
3430,48586,1054.27133771572
2988,48587,538.712920182839
2989,48588,889.357093770378
4106,48589,395.338807094093
4228,48590,551.935638494378
115,48591,482.166151960236
955,48592,432.314982057245
966,48593,752.047116653486
1034,48594,527.08362037003
3427,48595,876.732354440746
1057,48596,942.231348079265
3299,48597,811.471713968138
980,48598,380.187464033173
1589,48599,565.36490550884
1722,48600,404.281040982664
710,48601,765.000524484143
869,48602,412.868710999988
850,48603,147.513386789929
3873,48604,445.71703385763
4095,48605,640.336396948721
4096,48606,925.140440026715
2971,48607,402.279273632886
3405,48608,425.900517634416
2977,48609,743.51327543378
3312,48610,741.812105614921
3312,48611,760.963914777294
3311,48612,1142.63969473563
3497,48613,553.957145302692
1710,48614,604.723525384791
1710,48615,759.745474715133
1700,48616,411.070850829099
1072,48617,506.390473033267
4741,48618,902.568253013365
1389,48619,299.375957505215
1389,48620,250.353248367211
53,48621,424.220399228149
2434,48622,1084.4131765068
2531,48623,415.433386234203
27,48624,482.621745857763
1691,48625,852.881557691862
1691,48626,100.723348459857
1072,48627,355.336714176566
1150,48628,518.090155239152
507,48629,593.497196453762
52,48630,92.1229911001514
499,48631,294.367925657976
2988,48632,1210.73170131594
2930,48633,835.855201623544
2988,48634,671.098789347007
1639,48635,777.446144172957
105,48636,1217.41757159575
105,48637,1687.47451310715
1643,48638,262.545121178933
1034,48639,274.335748289189
1074,48640,316.051877861927
1034,48641,303.38577145411
1035,48642,366.445452121433
1035,48643,131.93168091186
928,48644,189.504042802327
531,48645,739.713703920162
520,48646,503.542486292564
963,48647,1198.93561357633
966,48648,668.350208558274
2687,48649,395.134927767595
1529,48650,339.903277545784
30,48651,360.490247295717
31,48652,213.61308909801
1058,48653,691.636688429463
4736,48654,548.312399518342
3286,48655,456.521448644358
3288,48656,518.332071899121
1533,48657,259.02636094733
63,48658,544.164176303022
1072,48659,284.208364952196
1241,48660,555.082400387552
1242,48661,481.963986628731
1240,48662,555.044651721689
2886,48663,1998.6856079356
3404,48664,304.604034995352
3310,48665,1008.82317757167
3311,48666,1095.73723585315
1533,48667,413.323127666499
527,48668,294.738100399014
1072,48669,270.544723777866
1036,48670,521.481886234577
5177,48671,356.54085070674
1025,48672,491.169473725486
1026,48673,329.312301465448
230,48674,397.394403350808
5181,48675,595.528802179933
2517,48676,1576.15532108319
2460,48677,2029.92304344517
2377,48678,790.516493820366
61,48679,248.936587772762
525,48680,512.800407775691
524,48681,635.769063420233
1074,48682,312.323014387316
1073,48683,472.411846229574
4,48684,719.323306473646
5177,48685,364.887211383121
150,48686,440.274906469843
969,48687,310.716273942956
3410,48688,294.170010512262
2963,48689,273.251221281859
57,48690,341.501302736815
57,48691,345.103612444784
64,48692,230.192715077216
64,48693,220.066215014612
108,48694,268.176516766528
107,48695,450.439578111511
153,48696,173.987996327305
153,48697,559.955678611486
3406,48698,952.699663441682
2945,48699,388.436651598368
2944,48700,498.455383470734
113,48701,1032.95515889353
84,48702,716.63845780161
1732,48703,674.44892027692
1766,48704,1206.53305890547
1589,48705,637.415902695823
3406,48706,782.258514778613
3406,48707,760.294652558078
2945,48708,679.544192150703
3405,48709,402.743280833111
3310,48710,1270.31560097503
3310,48711,1224.48565410738
3440,48712,1417.02413988879
4769,48713,1251.42806762647
1575,48714,470.359677687449
1011,48715,309.573794184977
1001,48716,738.088725518441
2975,48717,348.509978144517
3477,48718,704.369827688203
3408,48719,890.600039121633
1025,48720,831.083732591863
2947,48721,500.539405515426
2947,48722,715.773161315972
3299,48723,1749.5882173837
2174,48724,562.876002950386
3470,48725,905.874514867288
4770,48726,861.672375224967
1574,48727,401.488354682137
951,48728,1269.67257781834
158,48729,537.622533805272
1022,48730,353.876671010174
1026,48731,194.160432995625
1022,48732,734.238667899087
9,48733,794.928080162789
6,48734,1212.55513763366
1071,48735,347.508814956902
1161,48736,327.538979756645
2676,48737,394.55182959322
1982,48738,348.965099403142
1569,48739,760.243778667152
159,48740,196.647134038559
149,48741,417.032408211034
1027,48742,422.687141508231
500,48743,572.810111794973
1588,48744,451.832341023241
1590,48745,509.054150855134
1009,48746,688.031254398513
3297,48747,425.351819992115
2949,48748,470.538253980507
3302,48749,655.655182440431
1069,48750,399.299325884222
1162,48751,400.443334478339
3355,48752,666.333545559346
209,48753,237.56912510923
1663,48754,666.174289525946
926,48755,365.354968203456
3316,48756,495.054873563269
3522,48757,618.05089932296
2517,48758,1140.33822271167
2435,48759,675.062100753276
2921,48760,1255.81892829334
1066,48761,761.643508224498
1063,48762,425.877253152692
504,48763,309.745191529644
1062,48764,885.141388285926
1067,48765,394.973055895586
1040,48766,165.60080421019
1068,48767,409.349588058772
2435,48768,754.946622763517
2408,48769,445.010609141949
707,48770,1112.51232939666
2435,48771,1932.19563582384
1999,48772,435.941759538199
3809,48773,329.284940816319
602,48774,198.115409250111
2002,48775,632.884103606633
2458,48776,965.437530560193
2003,48777,1325.78876952892
2004,48778,1322.16012963383
2003,48779,1420.1040413647
2908,48780,458.911931316908
1052,48781,455.278325795829
1055,48782,794.081737339315
1050,48783,272.977771169352
1540,48784,1085.49171817245
709,48785,1237.4699346279
625,48786,397.821652754935
407,48787,618.984852282604
3120,48788,752.050113409701
2789,48789,843.466166093711
2751,48790,487.393412279592
4812,48791,1498.72517929779
3389,48792,570.55113710917
3425,48793,234.368329091733
189,48794,564.379595268972
754,48795,659.520381989848
744,48796,601.968051289046
1139,48797,365.418617353669
771,48798,981.446348617345
2898,48799,649.933033700862
2891,48800,403.113203967293
2888,48801,1003.30289040748
3475,48802,412.673383637756
3475,48803,543.379831815014
1560,48804,247.727342691444
3433,48805,955.900256011856
3438,48806,448.692742765301
3332,48807,332.121465686572
3333,48808,1226.82864375756
3070,48809,619.484750668412
2889,48810,322.538482060434
3441,48811,384.463140406843
3816,48812,325.514291463459
3796,48813,379.980257631726
3849,48814,1341.81854732561
3804,48815,553.004492900399
1150,48816,676.533198622219
3439,48817,489.188494715757
2962,48818,559.808705826596
2964,48819,1062.50018805587
3282,48820,1460.08485600507
3167,48821,37308.2974162571
3804,48822,565.688714849287
3811,48823,260.9693096094
709,48824,1353.36549631552
3798,48825,334.469863812793
3642,48826,305.46815178744
3819,48827,208.59054551399
3818,48828,379.150432390793
3652,48829,234.376251950453
3644,48830,558.905027668506
2345,48831,422.706329263526
3425,48832,717.552373540897
1678,48833,295.529652113387
654,48834,120.188974958525
655,48835,967.674495897822
655,48836,601.700174500038
798,48837,1131.79024109884
1437,48838,1056.55967365744
1617,48839,798.49250014886
4792,48840,913.17072060475
2789,48841,402.253898591048
415,48842,364.460393373954
414,48843,542.777157255024
3433,48844,518.842970647219
3490,48845,256.363749694068
3489,48846,328.224642947538
411,48847,132.687386384949
2176,48848,1452.08495691688
1189,48849,919.780912984185
1422,48850,482.363849768066
1387,48851,210.790158810844
1425,48852,423.937388791789
3167,48853,3881.29250383022
2789,48854,316.597449899998
3361,48855,862.733352439809
3439,48856,1350.55286582509
3433,48857,613.372484507738
3417,48858,397.785920459459
3496,48859,670.532273058873
3438,48860,458.973866921436
3417,48861,842.472391879686
2941,48862,604.977785544317
3279,48863,387.807956223288
3281,48864,290.613254939747
2267,48865,769.507268486818
3282,48866,884.685263439431
2957,48867,408.252832951144
2952,48868,321.395466289865
2937,48869,423.902258185851
2955,48870,547.020961928233
2925,48871,544.133634277952
3070,48872,1153.13611700174
3036,48873,507.035554844556
638,48874,283.742718115472
656,48875,656.183151603874
1544,48876,451.153718681394
2417,48877,839.480503161438
441,48878,684.135732268214
2881,48879,382.726805314323
179,48880,947.22660769403
759,48881,305.008071265583
777,48882,407.156622262943
2943,48883,1708.21089185479
1610,48884,362.389682690813
3361,48885,572.088435093195
3359,48886,151.317636256103
3360,48887,406.733486959646
625,48888,413.640729581219
630,48889,372.918228506447
630,48890,297.063865268623
3403,48891,859.834643348673
2981,48892,362.39965062308
400,48893,490.275048587297
4726,48894,1039.57877023803
447,48895,1007.32064577912
2969,48896,561.435997680704
3356,48897,392.33992409766
3357,48898,646.040213448953
2531,48899,800.148238853122
626,48900,337.236154554222
2956,48901,957.146925685885
3297,48902,545.942491528861
3297,48903,983.723454204264
2957,48904,826.03858599471
2951,48905,446.742752122981
2950,48906,1215.99792151581
3355,48907,277.221524940402
1976,48908,764.969311503623
2262,48909,1208.43256762166
1729,48910,986.155804014086
2922,48911,758.100717038654
1999,48912,1414.10053421758
2922,48913,1501.78239302416
3347,48914,649.896405653117
3347,48915,434.002922657197
1971,48916,766.142787916513
1969,48917,1130.51091037729
1239,48918,381.114934835758
707,48919,1669.38184767643
773,48920,1360.44550806856
1693,48921,433.286144671481
2534,48922,281.16494262222
2517,48923,536.902307251968
2408,48924,351.290544426749
772,48925,1868.69394779439
2517,48926,1658.53533079594
2517,48927,946.800674497705
192,48928,537.870398759759
740,48929,943.241871232356
751,48930,674.837478132334
2700,48931,1170.74794221602
3354,48932,689.320992848967
1693,48933,1103.93080552559
1144,48934,658.223901388379
3299,48935,193.05725931176
2949,48936,543.868430694747
631,48937,1616.24802793397
2850,48938,2065.02408893954
775,48939,319.650814186636
773,48940,445.365189422343
4812,48941,798.46134802901
742,48942,276.951126581217
764,48943,388.66879022824
4812,48944,899.754512429185
2788,48945,621.439309383276
3359,48946,509.169719910231
3359,48947,665.581745427497
3359,48948,944.099277628371
718,48949,1179.58514829337
718,48950,599.385800808363
186,48951,432.984279598022
192,48952,443.572928608117
2742,48953,1035.86019738107
3120,48954,315.820573248695
506,48955,279.438159757306
509,48956,135.348434845728
1113,48957,461.543161332727
1129,48958,274.46813543446
1105,48959,534.385313469382
704,48960,427.271126606996
32,48961,384.402423327744
1033,48962,450.256677141584
167,48963,337.294589969959
167,48964,537.614117877274
16,48965,510.234222693792
3289,48966,550.250992690619
3289,48967,891.025554243189
2690,48968,499.853961600268
2868,48969,1876.95152743805
2828,48970,2622.92940043638
2868,48971,2120.62652390417
622,48972,283.304725339572
755,48973,477.000889394708
1793,48974,455.964746014013
339,48975,487.39299755871
1579,48976,455.875795641201
1579,48977,536.180673412309
441,48978,479.353990033606
1603,48979,1150.8326126032
333,48980,218.668807621822
334,48981,327.413879161573
1541,48982,413.734848605551
337,48983,415.307097229505
1541,48984,518.244506047931
335,48985,655.342208735245
343,48986,206.71101278575
1248,48987,322.973170071646
1584,48988,238.176404423947
336,48989,360.953071890544
3439,48990,958.706274982086
2986,48991,1169.66644607785
3930,48992,605.582693143884
3797,48993,296.032852680413
3967,48994,795.504693275422
3967,48995,372.115432898676
1603,48996,1102.85703398173
1603,48997,707.398139882788
2850,48998,820.442829255332
1605,48999,1444.00208547871
1792,49000,1719.70334526817
1605,49001,559.029625734383
1792,49002,932.587187538754
1687,49003,1123.33277372953
3967,49004,374.832776596772
3816,49005,568.087621402761
604,49006,296.331986755651
749,49007,565.737530235094
749,49008,615.212776174226
617,49009,347.507843505177
445,49010,967.283083999129
445,49011,184.241393597734
3303,49012,353.532326901498
186,49013,371.293253119381
1652,49014,985.676630008598
738,49015,408.150700230333
1607,49016,819.439033633139
1628,49017,474.971661560046
187,49018,501.946271172179
2829,49019,181.492132672045
3120,49020,702.665996324822
3119,49021,1364.20611438444
1095,49022,699.180101756448
534,49023,933.048791697954
4782,49024,300.711032419383
17,49025,874.881375555765
42,49026,1009.29294577904
16,49027,1013.07861005844
16,49028,383.014889412988
74,49029,357.793342262957
41,49030,1303.76855358203
37,49031,988.97970113566
115,49032,1424.74174825542
17,49033,684.766610523442
41,49034,721.769507689798
620,49035,399.939062799377
3431,49036,418.853057369654
3431,49037,775.315731546614
2969,49038,976.205226763866
2969,49039,1170.53455431916
533,49040,418.043802514521
540,49041,182.293780021631
43,49042,120.732730892468
1251,49043,459.328505818809
342,49044,269.642996930869
391,49045,316.387666632489
773,49046,635.334687482107
732,49047,478.425396291735
1137,49048,1252.83267990092
4792,49049,1199.63871373068
2984,49050,595.976538426049
2611,49051,912.100745222537
2807,49052,698.7638967729
3531,49053,582.694667715425
4766,49054,1504.88769126997
2727,49055,1572.79160966482
2727,49056,981.482712842049
2730,49057,1045.81821738907
3009,49058,410.267886591793
2727,49059,172.706463105639
3120,49060,2174.99993925158
2611,49061,311.750156248257
98,49062,455.833052025569
3364,49063,279.009076784425
3387,49064,365.725544618343
3387,49065,1569.90604673526
2828,49066,1981.77034221804
1633,49067,634.99285352676
1714,49068,528.655351026328
3303,49069,846.115325431404
3303,49070,816.354733589664
4765,49071,301.142976322403
746,49072,912.882405609362
747,49073,897.772245753131
746,49074,1045.38041038436
758,49075,346.649436841638
746,49076,143.439576100944
1254,49077,338.986585151351
1262,49078,336.037570346027
1819,49079,868.926615599779
1424,49080,701.098395502995
37,49081,505.490137648448
38,49082,325.046867277458
38,49083,349.571906407322
713,49084,241.07210962478
35,49085,335.496514390562
581,49086,417.357925417759
94,49087,611.704186151047
1555,49088,597.504161464323
1555,49089,1094.59818256802
937,49090,855.878812368039
3454,49091,539.78731420591
3455,49092,665.113634392461
5180,49093,489.108663594551
4738,49094,202.34469080634
213,49095,365.975880412511
43,49096,540.561118763081
1793,49097,1292.19286804822
15,49098,712.053920758544
42,49099,778.743355318475
1424,49100,383.105355114451
1562,49101,123.088325757616
